"news_words","hunspell_stem","hunspell_time","porter_stem","porter_time","rslp_stem","rslp_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"serrar","serrar",21.2700171510379,"serr",18.695042848587,"serr",2.56183751424154,"ser","serr","serra","serrar","serrar","serrar"
"sertaneja","sertanejar",21.2710482517878,"sertanej",18.6958656311035,"sertanej",2.56199117898941,"ser","sert","serta","sertan","sertane","sertanej"
"sertanejos","sertanejos",21.27215868632,"sertanej",18.6967594623566,"sertanej",2.56215139230092,"ser","sert","serta","sertan","sertane","sertanej"
"servia","servir",21.2731289426486,"serv",18.6975820064545,"serv",2.56230003833771,"ser","serv","servi","servia","servia","servia"
"servirá","servir",21.2740839640299,"serv",18.6983888149261,"serv",2.56243308782578,"ser","serv","servi","servir","servirá","servirá"
"servirão","servir",21.2751455227534,"serv",18.6991934776306,"serv",2.56256570418676,"ser","serv","servi","servir","servirã","servirão"
"servisse","servir",21.2761149088542,"serv",18.7000081539154,"serv",2.5627029021581,"ser","serv","servi","servis","serviss","servisse"
"serviu","servir",21.2776921033859,"serv",18.7016453742981,"serv",2.56284002065659,"ser","serv","servi","serviu","serviu","serviu"
"seta","setar",21.2786671797434,"set",18.7024557590485,"set",2.56298752228419,"set","seta","seta","seta","seta","seta"
"setenta","setenta",21.2796389301618,"setent",18.703268289566,"setent",2.56313273111979,"set","sete","seten","setent","setenta","setenta"
"setoriais","setorial",21.2812108397484,"setori",18.7047562599182,"setor",2.56329675912857,"set","seto","setor","setori","setoria","setoriai"
"setorial","setorial",21.2821939587593,"setorial",18.7055928707123,"setor",2.56341361602147,"set","seto","setor","setori","setoria","setorial"
"sets","set",21.28327075243,"sets",18.7064054012299,"set",2.56357683738073,"set","sets","sets","sets","sets","sets"
"severidade","severo",21.2842340191205,"sever",18.7072126865387,"sever",2.56370555559794,"sev","seve","sever","severi","severid","severida"
"sexagenário","sexagenário",21.2851873000463,"sexagenári",18.7080526351929,"sexagen",2.56382917960485,"sex","sexa","sexag","sexage","sexagen","sexagená"
"sexismo","sexos",21.2862601041794,"sexism",18.7088661193848,"sex",2.56394133170446,"sex","sexi","sexis","sexism","sexismo","sexismo"
"sexos","sexos",21.2872259775798,"sex",18.7096748352051,"sex",2.56410646041234,"sex","sexo","sexos","sexos","sexos","sexos"
"sexy","sexy",21.2887955188751,"sexy",18.711128950119,"sexy",2.56425830125809,"sex","sexy","sexy","sexy","sexy","sexy"
"seções","seção",21.2897644996643,"seçõ",18.7119541168213,"sec",2.56441378593445,"seç","seçõ","seçõe","seções","seções","seções"
"shakespeariano","shakespeariano",21.2907269954681,"shakespearian",18.7128083705902,"shakespeari",2.5645382920901,"sha","shak","shake","shakes","shakesp","shakespe"
"sic","sic",21.293247961998,"sic",18.7155206203461,"sic",2.56468623479207,"sic","sic","sic","sic","sic","sic"
"sidos","sidos",21.2943251053492,"sid",18.7163870334625,"sid",2.56483207941055,"sid","sido","sidos","sidos","sidos","sidos"
"sigam","seguir",21.2952874859174,"sig",18.7172009944916,"sig",2.56498156388601,"sig","siga","sigam","sigam","sigam","sigam"
"sigilosos","sigiloso",21.296240345637,"sigil",18.7181706428528,"sigil",2.56510877211889,"sig","sigi","sigil","sigilo","sigilos","sigiloso"
"significadas","significar",21.2973017573357,"signific",18.7189924716949,"signific",2.56526041428248,"sig","sign","signi","signif","signifi","signific"
"significando","significar",21.2982530355454,"signific",18.7198164463043,"signific",2.56540891329447,"sig","sign","signi","signif","signifi","signific"
"significaria","significar",21.2992063919703,"signific",18.7206556797028,"signific",2.56555304924647,"sig","sign","signi","signif","signifi","signific"
"significará","significar",21.3002791603406,"signific",18.7214782238007,"signific",2.56568982203801,"sig","sign","signi","signif","signifi","signific"
"significativamente","significativo",21.3012617826462,"signific",18.7223038673401,"significativ",2.56585049231847,"sig","sign","signi","signif","signifi","signific"
"significação","significação",21.302347501119,"signific",18.7231314182281,"signific",2.56598014434179,"sig","sign","signi","signif","signifi","signific"
"signo","signar",21.30332356294,"sign",18.72394490242,"sign",2.56611555417379,"sig","sign","signo","signo","signo","signo"
"sigo","seguir",21.3043237606684,"sig",18.7247521877289,"sig",2.56626794735591,"sig","sigo","sigo","sigo","sigo","sigo"
"silenciada","silenciar",21.30548183918,"silenc",18.7255702018738,"silenci",2.5663965066274,"sil","sile","silen","silenc","silenci","silencia"
"silenciar","silenciar",21.3065291603406,"silenc",18.7263824939728,"silenci",2.56653831799825,"sil","sile","silen","silenc","silenci","silencia"
"silvestre","silvestre",21.307571097215,"silvestr",18.7272005081177,"silvestr",2.56668917735418,"sil","silv","silve","silves","silvest","silvestr"
"simbiose","simbiose",21.3087380329768,"simbios",18.7280552387238,"simbios",2.56683079401652,"sim","simb","simbi","simbio","simbios","simbiose"
"simbolizam","simbolizar",21.3097729086876,"simboliz",18.7288744449615,"simboliz",2.56696072419484,"sim","simb","simbo","simbol","simboli","simboliz"
"similarmente","similar",21.3108118414879,"similar",18.7296895980835,"simil",2.56711356242498,"sim","simi","simil","simila","similar","similarm"
"simplifica","simplificar",21.3119658231735,"simplif",18.7305066585541,"simplif",2.5672513127327,"sim","simp","simpl","simpli","simplif","simplifi"
"simplificado","simplificar",21.3130026737849,"simplific",18.731326341629,"simplific",2.5673721075058,"sim","simp","simpl","simpli","simplif","simplifi"
"simpático","simpático",21.3141192158063,"simpát",18.7321724891663,"simp",2.56751494805018,"sim","simp","simpá","simpát","simpáti","simpátic"
"simpósio","simpósio",21.3151087641716,"simpósi",18.7330088615417,"simposi",2.56766013701757,"sim","simp","simpó","simpós","simpósi","simpósio"
"simula","simular",21.3161139130592,"simul",18.7338886260986,"simul",2.56780474980672,"sim","simu","simul","simula","simula","simula"
"simulam","simular",21.3172350645065,"simul",18.7348892688751,"simul",2.56818161805471,"sim","simu","simul","simula","simulam","simulam"
"simulações","simulação",21.3182423313459,"simul",18.7357075214386,"simul",2.56831405162811,"sim","simu","simul","simula","simulaç","simulaçõ"
"simultâneas","simultâneo",21.3192542394002,"simultân",18.7365477085114,"simultane",2.56848863363266,"sim","simu","simul","simult","simultâ","simultân"
"simultâneo","simultâneo",21.3203770955404,"simultân",18.7373793125153,"simultane",2.56863528887431,"sim","simu","simul","simult","simultâ","simultân"
"simultâneos","simultâneo",21.3213952382406,"simultân",18.7381970882416,"simultane",2.56879056692123,"sim","simu","simul","simult","simultâ","simultân"
"sinagogas","sinagoga",21.3224249164263,"sinagog",18.7390155792236,"sinagog",2.56897288560867,"sin","sina","sinag","sinago","sinagog","sinagoga"
"sinaliza","sinalizar",21.3238585869471,"sinaliz",18.7398381233215,"sinaliz",2.56912154754003,"sin","sina","sinal","sinali","sinaliz","sinaliza"
"sinalizadas","sinalizar",21.3248877366384,"sinaliz",18.7406616210938,"sinal",2.56926434834798,"sin","sina","sinal","sinali","sinaliz","sinaliza"
"sinalizado","sinalizar",21.3259752909342,"sinaliz",18.7414829730988,"sinal",2.56940571467082,"sin","sina","sinal","sinali","sinaliz","sinaliza"
"sinalizar","sinalizar",21.3269341270129,"sinaliz",18.7422931194305,"sinal",2.5695351322492,"sin","sina","sinal","sinali","sinaliz","sinaliza"
"sinalizavam","sinalizar",21.3279367923737,"sinaliz",18.7431080341339,"sinaliz",2.56967251698176,"sin","sina","sinal","sinali","sinaliz","sinaliza"
"sinalizou","sinalizar",21.3290475130081,"sinaliz",18.743932723999,"sinaliz",2.56980402866999,"sin","sina","sinal","sinali","sinaliz","sinalizo"
"sinapses","sinapse",21.3300710519155,"sinaps",18.744752407074,"sinaps",2.56996539036433,"sin","sina","sinap","sinaps","sinapse","sinapses"
"sincera","sincero",21.331093732516,"sinc",18.745557308197,"sinc",2.57010984420776,"sin","sinc","since","sincer","sincera","sincera"
"sindicais","sindicar",21.3322389125824,"sindic",18.746363401413,"sindic",2.57023673057556,"sin","sind","sindi","sindic","sindica","sindicai"
"sindicalista","sindical",21.3332501808802,"sindical",18.7471821308136,"sindic",2.57035719156265,"sin","sind","sindi","sindic","sindica","sindical"
"sinergia","sinergia",21.3342338760694,"sinerg",18.7480146884918,"sinerg",2.5705010732015,"sin","sine","siner","sinerg","sinergi","sinergia"
"singelo","singelo",21.3353636463483,"singel",18.7488288879395,"singel",2.57063912550608,"sin","sing","singe","singel","singelo","singelo"
"singles","single",21.3363748113314,"singl",18.7496392726898,"singl",2.57079308430354,"sin","sing","singl","single","singles","singles"
"singular","singular",21.3373504837354,"singul",18.7504527568817,"singul",2.57092659473419,"sin","sing","singu","singul","singula","singular"
"singularidades","singular",21.3384526928266,"singular",18.7514207363129,"singular",2.57106045087179,"sin","sing","singu","singul","singula","singular"
"sinistra","sinistrar",21.3394479672114,"sinistr",18.7522530555725,"sinistr",2.57121396462123,"sin","sini","sinis","sinist","sinistr","sinistra"
"sinistrado","sinistrar",21.3405522108078,"sinistr",18.7530796527863,"sinistr",2.57132956584295,"sin","sini","sinis","sinist","sinistr","sinistra"
"sinistralidade","sinistralidade",21.3415445963542,"sinistral",18.7538959980011,"sinistral",2.571442147096,"sin","sini","sinis","sinist","sinistr","sinistra"
"sinistras","sinistrar",21.342548541228,"sinistr",18.7547311782837,"sinistr",2.57167098124822,"sin","sini","sinis","sinist","sinistr","sinistra"
"sinta","sentir",21.343660291036,"sint",18.7555408477783,"sint",2.57181867758433,"sin","sint","sinta","sinta","sinta","sinta"
"sintagma","sintagmo",21.3446746587753,"sintagm",18.7563571929932,"sintagm",2.57196170091629,"sin","sint","sinta","sintag","sintagm","sintagma"
"sintetizada","sintetizar",21.345699540774,"sintetiz",18.7571732997894,"sinte",2.57209617296855,"sin","sint","sinte","sintet","sinteti","sintetiz"
"sintomático","sintomático",21.3468328714371,"sintomát",18.75798869133,"sintom",2.57221131722132,"sin","sint","sinto","sintom","sintomá","sintomát"
"sintomáticos","sintomático",21.3478515307109,"sintomát",18.7588047981262,"sintom",2.57234882513682,"sin","sint","sinto","sintom","sintomá","sintomát"
"sintonizada","sintonizar",21.3488680680593,"sintoniz",18.7596182823181,"sinton",2.57247920036316,"sin","sint","sinto","sinton","sintoni","sintoniz"
"sintonizam","sintonizar",21.3499989032745,"sintoniz",18.7604410648346,"sintoniz",2.57261225382487,"sin","sint","sinto","sinton","sintoni","sintoniz"
"sintéticas","sintético",21.3510300993919,"sintét",18.7612466812134,"sinte",2.57275902430216,"sin","sint","sinté","sintét","sintéti","sintétic"
"sinérgica","sinérgico",21.3521617134412,"sinérg",18.762054681778,"sinerg",2.57289031346639,"sin","siné","sinér","sinérg","sinérgi","sinérgic"
"sionismo","sionismo",21.3531765143077,"sionism",18.7628707885742,"sion",2.57300555706024,"sio","sion","sioni","sionis","sionism","sionismo"
"sistematizado","sistematizar",21.3541826208433,"sistematiz",18.7636954784393,"sistem",2.57312543392181,"sis","sist","siste","sistem","sistema","sistemat"
"sistêmicos","sistêmico",21.355940635999,"sistêm",18.7652220726013,"sistem",2.57325907548269,"sis","sist","sistê","sistêm","sistêmi","sistêmic"
"situados","situar",21.3569314797719,"situ",18.7660319805145,"situ",2.57338951428731,"sit","situ","situa","situad","situado","situados"
"si","si",21.3569416006406,"si",18.7665455341339,"si",2.57339950402578,"si","si","si","si","si","si"
"slides","slide",21.3585282723109,"slid",18.7681601047516,"slid",2.57355039914449,"sli","slid","slide","slides","slides","slides"
"slogan","slogan",21.3595248301824,"slogan",18.7689702510834,"slogan",2.57369128863017,"slo","slog","sloga","slogan","slogan","slogan"
"soar","soar",21.361137620608,"soar",18.7703971862793,"so",2.57382222414017,"soa","soar","soar","soar","soar","soar"
"soava","soar",21.3621747295062,"soav",18.771201133728,"so",2.57395935853322,"soa","soav","soava","soava","soava","soava"
"sobem","subir",21.3631912390391,"sob",18.7720124721527,"sob",2.57409720420837,"sob","sobe","sobem","sobem","sobem","sobem"
"soberanas","soberano",21.3643151521683,"soberan",18.7728259563446,"sober",2.57447720368703,"sob","sobe","sober","sobera","soberan","soberana"
"soberba","soberbar",21.3652997016907,"soberb",18.7736344337463,"soberb",2.57463001012802,"sob","sobe","sober","soberb","soberba","soberba"
"sobrancelhas","sobrancelha",21.3662695884705,"sobrancelh",18.7744524478912,"sobrancelh",2.57478853861491,"sob","sobr","sobra","sobran","sobranc","sobrance"
"sobrecarga","cargar",21.3673442324003,"sobrecarg",18.7752697467804,"sobrecarg",2.57493302822113,"sob","sobr","sobre","sobrec","sobreca","sobrecar"
"sobrecarregado","carregar",21.3683012207349,"sobrecarreg",18.7761027812958,"sobrecarreg",2.57505584160487,"sob","sobr","sobre","sobrec","sobreca","sobrecar"
"sobrecarregados","carregar",21.3693605502447,"sobrecarreg",18.7769303321838,"sobrecarreg",2.57519532044729,"sob","sobr","sobre","sobrec","sobreca","sobrecar"
"sobrecarregando","carregar",21.3703299045563,"sobrecarreg",18.7777755260468,"sobrecarreg",2.57532648642858,"sob","sobr","sobre","sobrec","sobreca","sobrecar"
"sobrecarregar","carregar",21.3713260293007,"sobrecarreg",18.7786068916321,"sobrecarreg",2.57546175320943,"sob","sobr","sobre","sobrec","sobreca","sobrecar"
"sobrelotados","lotar",21.372431075573,"sobrelot",18.7794320583344,"sobrelot",2.57560064792633,"sob","sobr","sobre","sobrel","sobrelo","sobrelot"
"sobremaneira","sobremaneira",21.3734423836072,"sobremaneir",18.7802903652191,"sobreman",2.57577082713445,"sob","sobr","sobre","sobrem","sobrema","sobreman"
"sobremesa","sobremesa",21.3744115670522,"sobremes",18.7811200618744,"sobrem",2.57591033776601,"sob","sobr","sobre","sobrem","sobreme","sobremes"
"sobrenaturais","naturar",21.3754814386368,"sobrenatur",18.7819521427155,"sobrenat",2.57604104280472,"sob","sobr","sobre","sobren","sobrena","sobrenat"
"sobreviva","viver",21.3764607429504,"sobrev",18.7827754020691,"sobrev",2.57616577943166,"sob","sobr","sobre","sobrev","sobrevi","sobreviv"
"sobreviventes","sobrevivente",21.3780455708504,"sobrevivent",18.7842812538147,"sobreviv",2.57630174160004,"sob","sobr","sobre","sobrev","sobrevi","sobreviv"
"sobreviveram","viver",21.3790129780769,"sobreviv",18.7852592468262,"sobreviv",2.57643746534983,"sob","sobr","sobre","sobrev","sobrevi","sobreviv"
"sobrevoados","voar",21.3799661596616,"sobrevo",18.7860777378082,"sobrevo",2.57656471331914,"sob","sobr","sobre","sobrev","sobrevo","sobrevoa"
"sobrinha","sobrinho",21.3810255805651,"sobrinh",18.7868888378143,"sobr",2.57671202023824,"sob","sobr","sobri","sobrin","sobrinh","sobrinha"
"socialismo","social",21.3819793740908,"social",18.7877080440521,"soci",2.57683481375376,"soc","soci","socia","social","sociali","socialis"
"socialmente","social",21.3829313397408,"social",18.7885556221008,"soc",2.57695939938227,"soc","soci","socia","social","socialm","socialme"
"sociedades","sociedade",21.3850300987562,"sociedad",18.7893736362457,"sociedad",2.57710969050725,"soc","soci","socie","socied","socieda","sociedad"
"socioeducativo","socioeducativo",21.3859729647636,"socioeduc",18.7901983261108,"socioeduc",2.57723356088003,"soc","soci","socio","socioe","socioed","socioedu"
"socioeducativos","socioeducativo",21.3870177666346,"socioeduc",18.7910239696503,"socioeduc",2.57736726204554,"soc","soci","socio","socioe","socioed","socioedu"
"sociologia","sociologia",21.3885009924571,"sociolog",18.7925329208374,"sociolog",2.57750522692998,"soc","soci","socio","sociol","sociolo","sociolog"
"sociopolítico","sociopolítico",21.389507373174,"sociopolít",18.7997682094574,"sociopoli",2.5776270588239,"soc","soci","socio","sociop","sociopo","sociopol"
"socióloga","sociólogo",21.3905713915825,"sociólog",18.8007996082306,"sociolog",2.57777937650681,"soc","soci","soció","sociól","sociólo","sociólog"
"sociólogo","sociólogo",21.3915306369464,"sociólog",18.8017821311951,"sociolog",2.57791811227798,"soc","soci","soció","sociól","sociólo","sociólog"
"socorre","socorrer",21.3925175587336,"socorr",18.802591085434,"socorr",2.5780692021052,"soc","soco","socor","socorr","socorre","socorre"
"socorrida","socorrer",21.3935709913572,"socorr",18.8033950328827,"socorr",2.57820193370183,"soc","soco","socor","socorr","socorri","socorrid"
