"news_words","hunspell_stem","hunspell_time","porter_stem","porter_time","rslp_stem","rslp_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"informático","informático",8.62556401491165,"informát",7.73342537879944,"inform",1.13492609659831,"inf","info","infor","inform","informá","informát"
"inglesa","inglês",8.62670679489772,"ingles",7.73427367210388,"ingl",1.13505899508794,"ing","ingl","ingle","ingles","inglesa","inglesa"
"ingleses","inglês",8.62784481445948,"ingles",7.73512434959412,"ingles",1.13522221247355,"ing","ingl","ingle","ingles","inglese","ingleses"
"ingressos","ingressos",8.62912060419719,"ingress",7.73598599433899,"ingress",1.13537710507711,"ing","ingr","ingre","ingres","ingress","ingresso"
"iniciando","iniciar",8.63025584220886,"inic",7.74372959136963,"inici",1.13551049232483,"ini","inic","inici","inicia","inician","iniciand"
"inicio","iniciar",8.63138735294342,"inici",7.74461340904236,"inici",1.13565438985825,"ini","inic","inici","inicio","inicio","inicio"
"injustamente","injusto",8.63264963626862,"injust",7.74548482894897,"injust",1.13579674959183,"inj","inju","injus","injust","injusta","injustam"
"inobservância","observância",8.63380465904872,"inobserv",7.74635648727417,"inobserv",1.13593165477117,"ino","inob","inobs","inobse","inobser","inobserv"
"inscrição","inscrição",8.6349379380544,"inscriçã",7.74722504615784,"inscr",1.13606038490931,"ins","insc","inscr","inscri","inscriç","inscriçã"
"insegurança","segurança",8.63617819945017,"inseguranc",7.74809622764587,"inseguranc",1.13621349334717,"ins","inse","inseg","insegu","insegur","insegura"
"inserir","inserir",8.63732829491297,"inser",7.7489378452301,"inser",1.13634795745214,"ins","inse","inser","inseri","inserir","inserir"
"insistem","insistir",8.6385880668958,"insist",7.74977231025696,"insist",1.13648504018784,"ins","insi","insis","insist","insiste","insistem"
"insistiu","insistir",8.63970896005631,"insist",7.75060296058655,"insist",1.13662226200104,"ins","insi","insis","insist","insisti","insistiu"
"inspetor","inspetor",8.64084399541219,"inspetor",7.75144457817078,"inspe",1.13673569758733,"ins","insp","inspe","inspet","inspeto","inspetor"
"inspirado","inspirar",8.64214771191279,"inspir",7.75229835510254,"inspir",1.13685822486877,"ins","insp","inspi","inspir","inspira","inspirad"
"inspirou","inspirar",8.64331902265549,"inspir",7.75325560569763,"inspir",1.13699764410655,"ins","insp","inspi","inspir","inspiro","inspirou"
"instaurado","instaurar",8.64447063604991,"instaur",7.75409626960754,"instaur",1.13711082935333,"ins","inst","insta","instau","instaur","instaura"
"institucionais","institucional",8.6457544763883,"institucion",7.75499987602234,"instituc",1.13724720080694,"ins","inst","insti","instit","institu","instituc"
"instituiu","instituir",8.64689617951711,"institu",7.75582146644592,"institu",1.13738415638606,"ins","inst","insti","instit","institu","institui"
"institutos","instituto",8.64802877902985,"institut",7.75667500495911,"institut",1.13753667275111,"ins","inst","insti","instit","institu","institut"
"intactas","tacto",8.64926838477453,"intact",7.75749540328979,"intact",1.13770604133606,"int","inta","intac","intact","intacta","intactas"
"integra","integrar",8.65038140217463,"integr",7.75832056999207,"integr",1.13785586754481,"int","inte","integ","integr","integra","integra"
"inteiras","inteirar",8.65161300500234,"inteir",7.75913667678833,"int",1.13800197045008,"int","inte","intei","inteir","inteira","inteiras"
"intensificado","intensificar",8.65273196299871,"intensific",7.75997614860535,"intensific",1.13812822898229,"int","inte","inten","intens","intensi","intensif"
"interessada","interessar",8.65386496384938,"interess",7.76081728935242,"interess",1.13826213677724,"int","inte","inter","intere","interes","interess"
"interessava","interessar",8.65514532327652,"interess",7.76164555549622,"interess",1.13840910196304,"int","inte","inter","intere","interes","interess"
"interino","interinar",8.65626505215963,"interin",7.76264095306396,"interin",1.13855666319529,"int","inte","inter","interi","interin","interino"
"interlocutor","locutor",8.65740275382996,"interlocutor",7.76355123519897,"interlocu",1.13868137995402,"int","inte","inter","interl","interlo","interloc"
"interlocução","locução",8.65867175658544,"interlocu",7.76444435119629,"interlocuc",1.13882806301117,"int","inte","inter","interl","interlo","interloc"
"intermédio","médio",8.65986522038778,"intermédi",7.76540279388428,"intermedi",1.13897517124812,"int","inte","inter","interm","intermé","interméd"
"internas","internar",8.66103053490321,"intern",7.76638293266296,"intern",1.13915203412374,"int","inte","inter","intern","interna","internas"
"interpreta","interpretar",8.66233374277751,"interpret",7.76724028587341,"interpret",1.13930958112081,"int","inte","inter","interp","interpr","interpre"
"interpretadas","interpretar",8.66349291006724,"interpret",7.76809811592102,"interpret",1.1394556760788,"int","inte","inter","interp","interpr","interpre"
"interpretar","interpretar",8.66464829047521,"interpret",7.76894760131836,"interpret",1.13959037860235,"int","inte","inter","interp","interpr","interpre"
"intestino","intestinar",8.66587606271108,"intestin",7.76979923248291,"intestin",1.13973867893219,"int","inte","intes","intest","intesti","intestin"
"intocável","tocável",8.66701914072037,"intoc",7.77065181732178,"intoc",1.13985836108526,"int","into","intoc","intocá","intocáv","intocáve"
"intubada","tubar",8.66826986869176,"intub",7.77152585983276,"intub",1.13999780813853,"int","intu","intub","intuba","intubad","intubada"
"inundar","undar",8.66938429276149,"inund",7.772381067276,"inund",1.14017770687739,"inu","inun","inund","inunda","inundar","inundar"
"invadiram","invadir",8.67050373951594,"invad",7.77321529388428,"invad",1.14041374524434,"inv","inva","invad","invadi","invadir","invadira"
"invenção","invenção",8.67173483371735,"invençã",7.77404689788818,"invenc",1.14064097007116,"inv","inve","inven","invenç","invençã","invenção"
"investidas","investir",8.67286200126012,"invest",7.77488112449646,"invest",1.14085143009822,"inv","inve","inves","invest","investi","investid"
"investido","investir",8.67405217488607,"invest",7.77569937705994,"invest",1.14102996985118,"inv","inve","inves","invest","investi","investid"
"investiga","investigar",8.67540828386942,"investig",7.7765793800354,"investig",1.14118443330129,"inv","inve","inves","invest","investi","investig"
"investigadora","investigar",8.67652903397878,"investig",7.77741742134094,"investig",1.14156717856725,"inv","inve","inves","invest","investi","investig"
"investigando","investigar",8.67765195767085,"investig",7.77823567390442,"investig",1.14170339107513,"inv","inve","inves","invest","investi","investig"
"investindo","investir",8.6789063890775,"invest",7.77905035018921,"invest",1.1418407758077,"inv","inve","inves","invest","investi","investin"
"investiu","investir",8.68003625472387,"invest",7.77985978126526,"invest",1.14198866685232,"inv","inve","inves","invest","investi","investiu"
"invicta","victo",8.6813248872757,"invict",7.78069186210632,"invict",1.14213861227036,"inv","invi","invic","invict","invicta","invicta"
"invicto","victo",8.68246105114619,"invict",7.78156447410583,"invict",1.14227806727091,"inv","invi","invic","invict","invicto","invicto"
"invisível","visível",8.68358754316966,"invis",7.78238439559937,"invis",1.14239987134933,"inv","invi","invis","invisí","invisív","invisíve"
"iraniano","iraniano",8.68483157555262,"iranian",7.78321385383606,"irani",1.14252235889435,"ira","iran","irani","irania","iranian","iraniano"
"irem","irar",8.68593759536743,"irem",7.78406691551208,"ir",1.14265251159668,"ire","irem","irem","irem","irem","irem"
"ironizou","ironizar",8.68705542087555,"ironiz",7.78490233421326,"ironiz",1.14279021024704,"iro","iron","ironi","ironiz","ironizo","ironizou"
"irregularidades","irregular",8.68828710714976,"irregular",7.78583741188049,"irregular",1.1429213086764,"irr","irre","irreg","irregu","irregul","irregula"
"irregularmente","irregular",8.68940302928289,"irregular",7.78680300712585,"irregul",1.14306288162867,"irr","irre","irreg","irregu","irregul","irregula"
"italianas","italiano",8.6905263821284,"italian",7.78770279884338,"itali",1.1432080745697,"ita","ital","itali","italia","italian","italiana"
"itinerante","itinerante",8.69180280367533,"itiner",7.78856420516968,"itiner",1.14332579771678,"iti","itin","itine","itiner","itinera","itineran"
"janelas","janelar",8.69291068315506,"janel",7.78946328163147,"janel",1.14348553816477,"jan","jane","janel","janela","janelas","janelas"
"jantares","jantar",8.69413393338521,"jant",7.79029965400696,"jant",1.14363670349121,"jan","jant","janta","jantar","jantare","jantares"
"jejum","jejum",8.69524995088577,"jejum",7.79114389419556,"jejum",1.14376857678095,"jej","jeju","jejum","jejum","jejum","jejum"
"joelhos","joelhos",8.69640297889709,"joelh",7.7921884059906,"joelh",1.14392093420029,"joe","joel","joelh","joelho","joelhos","joelhos"
"jogado","jogar",8.69770184357961,"jog",7.79304194450378,"jog",1.14403659502665,"jog","joga","jogad","jogado","jogado","jogado"
"jogará","jogar",8.69885445833206,"jog",7.79387497901917,"jog",1.14417974948883,"jog","joga","jogar","jogará","jogará","jogará"
"jogue","jogar",8.70004559357961,"jog",7.79470539093018,"jog",1.14434615770976,"jog","jogu","jogue","jogue","jogue","jogue"
"judiciais","judicial",8.70140064557393,"judic",7.79552793502808,"judic",1.1444736679395,"jud","judi","judic","judici","judicia","judiciai"
"judô","judô",8.70256388982137,"judô",7.79636693000793,"judo",1.14461496273677,"jud","judô","judô","judô","judô","judô"
"julgada","julgar",8.70370148817698,"julg",7.79719519615173,"julg",1.14475219249725,"jul","julg","julga","julgad","julgada","julgada"
"julgados","julgar",8.70502482652664,"julg",7.79801797866821,"julg",1.14488033850988,"jul","julg","julga","julgad","julgado","julgados"
"juntaram","juntar",8.70616981188456,"junt",7.79884171485901,"junt",1.14501626094182,"jun","junt","junta","juntar","juntara","juntaram"
"juntas","juntar",8.7073073665301,"junt",7.79967784881592,"junt",1.14518217643102,"jun","junt","junta","juntas","juntas","juntas"
"juntou","juntar",8.70855988264084,"junt",7.80058979988098,"junt",1.1453178524971,"jun","junt","junto","juntou","juntou","juntou"
"juridicamente","juridicamente",8.70973003705343,"jurid",7.80141305923462,"juridic",1.14546512365341,"jur","juri","jurid","juridi","juridic","juridica"
"jurisdição","jurisdição",8.71099407672882,"jurisdiçã",7.80225133895874,"jurisd",1.14559495051702,"jur","juri","juris","jurisd","jurisdi","jurisdiç"
"juristas","jurismo",8.71211640437444,"jurist",7.80308723449707,"jurist",1.14575641552607,"jur","juri","juris","jurist","jurista","juristas"
"jurídicas","jurídico",8.71324812571208,"juríd",7.80394005775452,"jurid",1.14589938720067,"jur","jurí","juríd","jurídi","jurídic","jurídica"
"jus","jus",8.71451591253281,"jus",7.80476117134094,"ju",1.14605199495951,"jus","jus","jus","jus","jus","jus"
"justa","justar",8.71559296051661,"just",7.80557465553284,"just",1.14620082775752,"jus","just","justa","justa","justa","justa"
"justificando","justificar",8.71671573321025,"justific",7.80640721321106,"justific",1.14633436600367,"jus","just","justi","justif","justifi","justific"
"justificativa","justificativo",8.7180091381073,"justific",7.80722641944885,"justific",1.14647042751312,"jus","just","justi","justif","justifi","justific"
"justifique","justificar",8.71910978555679,"justifiqu",7.80807971954346,"justifiqu",1.14661261240641,"jus","just","justi","justif","justifi","justifiq"
"juventude","juventude",8.72023725509644,"juventud",7.80890512466431,"juventud",1.14676205714544,"juv","juve","juven","juvent","juventu","juventud"
"juíza","juizar",8.72148090203603,"juíz",7.8097243309021,"juiz",1.14691111644109,"juí","juíz","juíza","juíza","juíza","juíza"
"juízo","juizar",8.72267742951711,"juíz",7.81057000160217,"juiz",1.14705022573471,"juí","juíz","juízo","juízo","juízo","juízo"
"laboral","laboral",8.72446664571762,"laboral",7.81216764450073,"labor",1.14717450141907,"lab","labo","labor","labora","laboral","laboral"
"lacres","lacrar",8.72562212149302,"lacr",7.8130247592926,"lacr",1.14732052882512,"lac","lacr","lacre","lacres","lacres","lacres"
"lados","lado",8.72675721645355,"lad",7.81385397911072,"lad",1.14748576482137,"lad","lado","lados","lados","lados","lados"
"lago","lago",8.72800131241481,"lag",7.8146800994873,"lag",1.14787478844325,"lag","lago","lago","lago","lago","lago"
"lamentar","lamentar",8.72912140289943,"lament",7.81552243232727,"lament",1.14801896015803,"lam","lame","lamen","lament","lamenta","lamentar"
"lamentou","lamentar",8.73035551309586,"lament",7.81663298606873,"lament",1.148155494531,"lam","lame","lamen","lament","lamento","lamentou"
"lamentável","lamentável",8.73149054845174,"lament",7.81765675544739,"lament",1.14827364285787,"lam","lame","lamen","lament","lamentá","lamentáv"
"lanchonetes","lanchonete",8.73257999022802,"lanchonet",7.81853294372559,"lanchonet",1.14844832022985,"lan","lanc","lanch","lancho","lanchon","lanchone"
"lançadas","lançar",8.73380695978801,"lanc",7.8193690776825,"lanc",1.14859813054403,"lan","lanç","lança","lançad","lançada","lançadas"
"lançados","lançar",8.73491464455922,"lanc",7.82028865814209,"lanc",1.14872569640477,"lan","lanç","lança","lançad","lançado","lançados"
"lançaram","lançar",8.73609633843104,"lanc",7.8211350440979,"lanc",1.14885745445887,"lan","lanç","lança","lançar","lançara","lançaram"
"larga","largar",8.73734179735184,"larg",7.82199096679688,"larg",1.14900767405828,"lar","larg","larga","larga","larga","larga"
"laser","laser",8.73848147392273,"las",7.82285165786743,"las",1.14913780689239,"las","lase","laser","laser","laser","laser"
"laterais","lateral",8.73963804244995,"later",7.82369637489319,"later",1.14926096200943,"lat","late","later","latera","laterai","laterais"
"latrocínio","latrocínio",8.74153321186702,"latrocíni",7.82526922225952,"latrocini",1.14940585692724,"lat","latr","latro","latroc","latrocí","latrocín"
"lavagem","lavagem",8.74269413550695,"lavag",7.82611036300659,"lav",1.14952408472697,"lav","lava","lavag","lavage","lavagem","lavagem"
"lavou","lavar",8.74400812387466,"lav",7.82694530487061,"lav",1.149653784434,"lav","lavo","lavou","lavou","lavou","lavou"
"laços","laço",8.74522936344147,"lac",7.8277759552002,"lac",1.14980374972026,"laç","laço","laços","laços","laços","laços"
"lealdade","lealdade",8.74634727239609,"lealdad",7.82865023612976,"lealdad",1.14994256099065,"lea","leal","leald","lealda","lealdad","lealdade"
"legislativos","legislativo",8.74762383302053,"legisl",7.82949090003967,"legisl",1.15007703701655,"leg","legi","legis","legisl","legisla","legislat"
"legítima","legítimo",8.74877137343089,"legítim",7.8303382396698,"legit",1.15022333860397,"leg","legí","legít","legíti","legítim","legítima"
"leiloados","leiloar",8.75021211703618,"leilo",7.831218957901,"leilo",1.15035012165705,"lei","leil","leilo","leiloa","leiload","leiloado"
"lembrado","lembrar",8.75135647455851,"lembr",7.83205819129944,"lembr",1.1504724462827,"lem","lemb","lembr","lembra","lembrad","lembrado"
"lembranças","lembrança",8.752530280749,"lembranc",7.83290386199951,"lembranc",1.15064274867376,"lem","lemb","lembr","lembra","lembran","lembranç"
"lembravam","lembrar",8.75391387542089,"lembr",7.83375930786133,"lembr",1.15077395836512,"lem","lemb","lembr","lembra","lembrav","lembrava"
"lendas","lende",8.75505593617757,"lend",7.83459186553955,"lend",1.15093468427658,"len","lend","lenda","lendas","lendas","lendas"
"letivos","letivo",8.75621698300044,"letiv",7.83541941642761,"letiv",1.15109765529633,"let","leti","letiv","letivo","letivos","letivos"
"levantada","levantar",8.75749950408936,"levant",7.8362762928009,"levant",1.1512278119723,"lev","leva","levan","levant","levanta","levantad"
"levarem","levar",8.75878721078237,"lev",7.83710527420044,"lev",1.15136195818583,"lev","leva","levar","levare","levarem","levarem"
"levem","levar",8.75998157262802,"lev",7.83806276321411,"lev",1.15150071382523,"lev","leve","levem","levem","levem","levem"
"libera","liberar",8.76142657995224,"lib",7.83893752098083,"lib",1.15164081652959,"lib","libe","liber","libera","libera","libera"
"liberadas","liberar",8.76267791191737,"liber",7.83982276916504,"liber",1.15178838173548,"lib","libe","liber","libera","liberad","liberada"
"liberar","liberar",8.76379309097926,"liber",7.84067416191101,"liber",1.15192534128825,"lib","libe","liber","libera","liberar","liberar"
"liberdades","liberdade",8.7650918563207,"liberdad",7.84152436256409,"liberdad",1.15207496086756,"lib","libe","liber","liberd","liberda","liberdad"
"libertar","libertar",8.7662681221962,"libert",7.84250664710999,"libert",1.15221425294876,"lib","libe","liber","libert","liberta","libertar"
"licenciatura","licenciatura",8.76756318807602,"licenciatur",7.84341192245483,"licenciat",1.1523420492808,"lic","lice","licen","licenc","licenci","licencia"
"licitatório","licitar",8.7686581492424,"licitatóri",7.84436345100403,"licit",1.15245847304662,"lic","lici","licit","licita","licitat","licitató"
"lida","ler",8.76978255907695,"lid",7.84521150588989,"lid",1.15262140035629,"lid","lida","lida","lida","lida","lida"
"liderava","liderar",8.77101689577103,"lider",7.85233402252197,"lider",1.15276966094971,"lid","lide","lider","lidera","liderav","liderava"
"lido","ler",8.77216124931971,"lid",7.85318660736084,"lid",1.1529069741567,"lid","lido","lido","lido","lido","lido"
"ligou","ligar",8.77327535947164,"lig",7.85401463508606,"lig",1.15304198265076,"lig","ligo","ligou","ligou","ligou","ligou"
"limitado","limitar",8.77453595399857,"limit",7.85484671592712,"limit",1.15315930843353,"lim","limi","limit","limita","limitad","limitado"
"limitação","limitação",8.77570270697276,"limit",7.85568356513977,"limit",1.15328121582667,"lim","limi","limit","limita","limitaç","limitaçã"
"limpa","limpo",8.77684100468954,"limp",7.85653495788574,"limp",1.15343130032221,"lim","limp","limpa","limpa","limpa","limpa"
"limão","limão",8.77813507715861,"limã",7.85736966133118,"lima",1.15357230901718,"lim","limã","limão","limão","limão","limão"
"linhaça","linhaça",8.77927962144216,"linhac",7.85819816589355,"linh",1.15396849314372,"lin","linh","linha","linhaç","linhaça","linhaça"
"links","link",8.78056573867798,"links",7.85901761054993,"link",1.15412145455678,"lin","link","links","links","links","links"
"liquidificador","liquidificar",8.78170258204142,"liquidific",7.85984873771667,"liquidific",1.15424575805664,"liq","liqu","liqui","liquid","liquidi","liquidif"
"listadas","listar",8.78285893996557,"list",7.86069321632385,"list",1.15439387559891,"lis","list","lista","listad","listada","listadas"
"litúrgico","litúrgico",8.7840912659963,"litúrg",7.86152601242065,"liturg",1.15451070070267,"lit","litú","litúr","litúrg","litúrgi","litúrgic"
"livrar","livrar",8.78533837795258,"livr",7.86240005493164,"livr",1.15464418331782,"liv","livr","livra","livrar","livrar","livrar"
"lobistas","lobista",8.78645563920339,"lobist",7.86323738098145,"lobist",1.15480312903722,"lob","lobi","lobis","lobist","lobista","lobistas"
"locadoras","locar",8.78771115541458,"locador",7.864102602005,"loc",1.15493913888931,"loc","loca","locad","locado","locador","locadora"
"localização","localização",8.78885023196538,"localiz",7.86496353149414,"local",1.15505844751994,"loc","loca","local","locali","localiz","localiza"
"locomoção","locomoção",8.79006526867549,"locomoçã",7.86579489707947,"locomoc",1.15520222981771,"loc","loco","locom","locomo","locomoç","locomoçã"
"logomarcas","logomarca",8.79129870732625,"logomarc",7.86664915084839,"logomarc",1.15535975297292,"log","logo","logom","logoma","logomar","logomarc"
"loira","loiro",8.79245006243388,"loir",7.867751121521,"loir",1.1555097301801,"loi","loir","loira","loira","loira","loira"
"lojistas","loja",8.79359699885051,"lojist",7.86869859695435,"lojist",1.15567081371943,"loj","loji","lojis","lojist","lojista","lojistas"
"longevidade","longevo",8.79492099285126,"longev",7.86971211433411,"longev",1.15579074621201,"lon","long","longe","longev","longevi","longevid"
"loucos","louco",8.79608906904856,"louc",7.87066531181335,"louc",1.15594741900762,"lou","louc","louco","loucos","loucos","loucos"
"lucrar","lucrar",8.79738561709722,"lucr",7.87163305282593,"lucr",1.15607985655467,"luc","lucr","lucra","lucrar","lucrar","lucrar"
"lucrativos","lucrativo",8.79865674972534,"lucrat",7.87249398231506,"lucr",1.15620393753052,"luc","lucr","lucra","lucrat","lucrati","lucrativ"
"lucros","lucro",8.79984172979991,"lucr",7.87331986427307,"lucr",1.15636106729507,"luc","lucr","lucro","lucros","lucros","lucros"
"lutadora","lutar",8.80118192831675,"lutador",7.8741614818573,"lut",1.15649086634318,"lut","luta","lutad","lutado","lutador","lutadora"
"lutam","lutar",8.80234178702037,"lut",7.87499475479126,"lut",1.15662831465403,"lut","luta","lutam","lutam","lutam","lutam"
"luva","luva",8.80355447530746,"luv",7.87581944465637,"luv",1.15680702527364,"luv","luva","luva","luva","luva","luva"
"luvas","luva",8.8048792719841,"luv",7.87666320800781,"luv",1.15696742932002,"luv","luva","luvas","luvas","luvas","luvas"
"luzes","luz",8.80604997078578,"luz",7.87747621536255,"luz",1.15712854464849,"luz","luze","luzes","luzes","luzes","luzes"
"lágrimas","lágrima",8.80732066631317,"lágrim",7.8783221244812,"lagr",1.15728758573532,"lág","lágr","lágri","lágrim","lágrima","lágrimas"
"lê","lê",8.80733140707016,"lê",7.87888097763062,"lê",1.15729727347692,"lê","lê","lê","lê","lê","lê"
"machucou","machucar",8.80860706965129,"machuc",7.87970542907715,"machuc",1.15742929379145,"mac","mach","machu","machuc","machuco","machucou"
"madeireiros","madeireiro",8.80980447133382,"madeireir",7.88055849075317,"madeir",1.15756465991338,"mad","made","madei","madeir","madeire","madeirei"
"magistrada","magistrado",8.81111737092336,"magistr",7.88139748573303,"magistr",1.15769598086675,"mag","magi","magis","magist","magistr","magistra"
"magna","magno",8.81234964927038,"magn",7.88228273391724,"magn",1.15784709850947,"mag","magn","magna","magna","magna","magna"
"mala","malar",8.81351192394892,"mal",7.88329458236694,"mal",1.15799811283747,"mal","mala","mala","mala","mala","mala"
"males","malar",8.81480668385823,"mal",7.88412523269653,"mal",1.15814719994863,"mal","male","males","males","males","males"
"manchas","manchar",8.8160470644633,"manch",7.88494825363159,"manch",1.15831021865209,"man","manc","manch","mancha","manchas","manchas"
"manchetes","manchete",8.81722145875295,"manchet",7.88578748703003,"manchet",1.15846560001373,"man","manc","manch","manche","manchet","manchete"
"mandaram","mandar",8.81853630145391,"mand",7.88660144805908,"mand",1.15859633286794,"man","mand","manda","mandar","mandara","mandaram"
"mando","mandar",8.81966577768326,"mand",7.88741993904114,"mand",1.15874001185099,"man","mand","mando","mando","mando","mando"
"manifestaram","manifestar",8.82087826728821,"manifest",7.88826322555542,"manifest",1.15887772639592,"man","mani","manif","manife","manifes","manifest"
"manipulação","manipulação",8.82351373036702,"manipul",7.88908624649048,"manipul",1.15899658203125,"man","mani","manip","manipu","manipul","manipula"
"manobras","manobrar",8.82464019060135,"manobr",7.88990473747253,"manobr",1.15916702747345,"man","mano","manob","manobr","manobra","manobras"
"mantemos","mantar",8.82593585252762,"mant",7.89071488380432,"mant",1.15931086540222,"man","mant","mante","mantem","mantemo","mantemos"
"mantenha","manter",8.82705211639404,"mantenh",7.89153051376343,"mantenh",1.15946614742279,"man","mant","mante","manten","mantenh","mantenha"
"mantenham","manter",8.82816059589386,"mantenh",7.89236736297607,"mantenh",1.15959991614024,"man","mant","mante","manten","mantenh","mantenha"
"mantinha","manter",8.82947307825089,"mantinh",7.89318990707397,"mant",1.15976320505142,"man","mant","manti","mantin","mantinh","mantinha"
"manuseio","manusear",8.83056612412135,"manusei",7.89402961730957,"manusei",1.16015586853027,"man","manu","manus","manuse","manusei","manuseio"
"maratona","maratona",8.8316956003507,"maraton",7.89484906196594,"maraton",1.16031900644302,"mar","mara","marat","marato","maraton","maratona"
"maravilhosa","maravilhoso",8.83291870355606,"maravilh",7.8956983089447,"maravilh",1.16045428514481,"mar","mara","marav","maravi","maravil","maravilh"
"maravilhosos","maravilhoso",8.83410262266795,"maravilh",7.89654302597046,"maravilh",1.1605862458547,"mar","mara","marav","maravi","maravil","maravilh"
"marcadas","marcar",8.83521910111109,"marc",7.89735841751099,"marc",1.1607303460439,"mar","marc","marca","marcad","marcada","marcadas"
"marcadores","marcar",8.83646698792776,"marcador",7.8982048034668,"marc",1.16086453199387,"mar","marc","marca","marcad","marcado","marcador"
"marcados","marcar",8.8376111070315,"marc",7.89925599098206,"marc",1.16100322405497,"mar","marc","marca","marcad","marcado","marcados"
"marcha","marchar",8.83881253798803,"march",7.90022444725037,"march",1.16116932233175,"mar","marc","march","marcha","marcha","marcha"
"marginalizados","marginalizar",8.84005695184072,"marginaliz",7.90124487876892,"margin",1.16130098104477,"mar","marg","margi","margin","margina","marginal"
"marginalização","marginalização",8.84117893775304,"marginaliz",7.90216565132141,"margin",1.16143047809601,"mar","marg","margi","margin","margina","marginal"
"martelo","martelar",8.84241837660472,"martel",7.90303611755371,"martel",1.16157849232356,"mar","mart","marte","martel","martelo","martelo"
"masculino","masculino",8.84358907143275,"masculin",7.90390014648438,"masculin",1.1617226878802,"mas","masc","mascu","mascul","masculi","masculin"
"matando","matar",8.84470048348109,"mat",7.90474247932434,"mat",1.16185482740402,"mat","mata","matan","matand","matando","matando"
"matemático","matemático",8.84596612850825,"matemát",7.90558528900146,"matem",1.16198807954788,"mat","mate","matem","matemá","matemát","matemáti"
"maternidade","materno",8.84712897539139,"matern",7.90644288063049,"matern",1.16210836966832,"mat","mate","mater","matern","materni","maternid"
"mau","mau",8.84823390642802,"mau",7.90727972984314,"mau",1.1622546672821,"mau","mau","mau","mau","mau","mau"
"mecânicas","mecânico",8.84951128562292,"mecân",7.90812802314758,"mecan",1.16240618626277,"mec","mecâ","mecân","mecâni","mecânic","mecânica"
"mecânicos","mecânico",8.85063849290212,"mecân",7.90916156768799,"mecan",1.16253957351049,"mec","mecâ","mecân","mecâni","mecânic","mecânico"
"mediadores","mediar",8.85187749862671,"mediador",7.91003632545471,"medi",1.16267158190409,"med","medi","media","mediad","mediado","mediador"
"medicações","medicação",8.85313328107198,"medic",7.91088080406189,"medic",1.16281786759694,"med","medi","medic","medica","medicaç","medicaçõ"
"medicinais","medicinal",8.85432644287745,"medicin",7.91172194480896,"medic",1.16295287211736,"med","medi","medic","medici","medicin","medicina"
"medição","medição",8.85569774309794,"mediçã",7.91264247894287,"med",1.16307551463445,"med","medi","mediç","mediçã","medição","medição"
"medos","medo",8.85698410272598,"med",7.91345739364624,"med",1.16323043902715,"med","medo","medos","medos","medos","medos"
"meias","mear",8.85824197530746,"mei",7.9142804145813,"mei",1.16340252955755,"mei","meia","meias","meias","meias","meias"
"melhorou","melhorar",8.86075477202733,"melhor",7.91646289825439,"melhor",1.16353293657303,"mel","melh","melho","melhor","melhoro","melhorou"
"memorável","memorável",8.86192645629247,"memor",7.91729927062988,"memor",1.16366123755773,"mem","memo","memor","memorá","memoráv","memoráve"
"mensalmente","mensal",8.86324129899343,"mensal",7.91832590103149,"mens",1.1637899239858,"men","mens","mensa","mensal","mensalm","mensalme"
"mentalidade","mental",8.86440153121948,"mental",7.91921353340149,"mental",1.1639132142067,"men","ment","menta","mental","mentali","mentalid"
"mentalmente","mental",8.86559599637985,"mental",7.92012786865234,"ment",1.16403872966766,"men","ment","menta","mental","mentalm","mentalme"
"mente","mentar",8.86690007845561,"ment",7.92097783088684,"ment",1.16418831348419,"men","ment","mente","mente","mente","mente"
"mentir","mentir",8.86810921827952,"ment",7.92193245887756,"ment",1.16432698567708,"men","ment","menti","mentir","mentir","mentir"
"mentirosas","mentiroso",8.86945333480835,"mentir",7.92280888557434,"mentir",1.16447091499964,"men","ment","menti","mentir","mentiro","mentiros"
"mera","mero",8.87062233686447,"mer",7.9236364364624,"mer",1.16461394230525,"mer","mera","mera","mera","mera","mera"
"mercearias","mercear",8.87184000412623,"merc",7.92448711395264,"merce",1.16476467053095,"mer","merc","merce","mercea","mercear","merceari"
"merda","merda",8.87316272656123,"merd",7.92534327507019,"merd",1.16491549015045,"mer","merd","merda","merda","merda","merda"
"merecido","merecer",8.87435075839361,"merec",7.92620277404785,"merec",1.16503487030665,"mer","mere","merec","mereci","merecid","merecido"
"merenda","merendar",8.87555279334386,"merend",7.92704439163208,"merend",1.16528085072835,"mer","mere","meren","merend","merenda","merenda"
"mestrados","mestrado",8.87688442071279,"mestr",7.92787480354309,"mestr",1.16551409959793,"mes","mest","mestr","mestra","mestrad","mestrado"
"metal","metal",8.87809903621674,"metal",7.92873048782349,"metal",1.16575671037038,"met","meta","metal","metal","metal","metal"
"metálica","metálico",8.87923011382421,"metál",7.92956113815308,"metal",1.16597925424576,"met","metá","metál","metáli","metálic","metálica"
"metálicas","metálico",8.88045378128688,"metál",7.93039274215698,"metal",1.16620841026306,"met","metá","metál","metáli","metálic","metálica"
"micros","micro",8.8815488855044,"micr",7.93124532699585,"micr",1.16637672185898,"mic","micr","micro","micros","micros","micros"
"migrar","migrar",8.88267331520716,"migr",7.9320957660675,"migr",1.16652481158574,"mig","migr","migra","migrar","migrar","migrar"
